region,representative_location,latitude,longitude,weather_date,weather_code,temperature_max_c,temperature_min_c,temperature_mean_c,precipitation_mm,precipitation_hours,wind_speed_max_kmh,wind_gust_max_kmh,is_rain_day,is_heavy_rain_day,rain_category
"Otago","Dunedin",-45.8788,170.5028,2024-03-22 00:00:00.000,3,14.3,8.8,11.7,0,0,19.7,37.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-03-24 00:00:00.000,3,18.4,10.5,14.2,0,0,19.7,35.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-02 00:00:00.000,3,15.9,7,11.3,0,0,25.9,46.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-05 00:00:00.000,3,13,7,10.1,0,0,21.7,41,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-06 00:00:00.000,3,14.3,6.4,11,0,0,24.2,46.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-07 00:00:00.000,3,13,5.9,9.5,0,0,8.6,22.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-08 00:00:00.000,3,16.4,7.5,11.5,0,0,13,27.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-15 00:00:00.000,3,13.5,4.7,8.7,0,0,11.2,20.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-17 00:00:00.000,3,16,7.1,10.8,0,0,29.4,53.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-18 00:00:00.000,3,18.3,6.1,11.5,0,0,16.8,31.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-20 00:00:00.000,3,12.7,4.9,8,0,0,9,20.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-23 00:00:00.000,3,17.9,2,9.9,0,0,13.1,27.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-04-24 00:00:00.000,3,19,9.9,13.8,0,0,13.7,27.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-02 00:00:00.000,3,10.8,2.9,7.7,0,0,37.2,69.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-04 00:00:00.000,3,11.2,5.9,8.6,0,0,27.7,50.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-05 00:00:00.000,3,12.1,1.5,6,0,0,12,24.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-07 00:00:00.000,3,12.5,2.6,7.1,0,0,22,42.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-11 00:00:00.000,3,9.5,5.3,7.5,0,0,30.4,56.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-12 00:00:00.000,3,12.2,7.8,9.8,0,0,24.5,45,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-14 00:00:00.000,3,13.6,2.5,6.8,0,0,12.4,22,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-15 00:00:00.000,3,13.5,4.2,7.4,0,0,11.4,24.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-17 00:00:00.000,3,12.6,0.1,6,0,0,18.6,35.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-19 00:00:00.000,3,8.9,0.4,4.3,0,0,23.4,42.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-23 00:00:00.000,3,9.1,0.7,4.7,0,0,13,22.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-27 00:00:00.000,3,8.6,4.4,6.9,0,0,38.2,70.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-28 00:00:00.000,3,10.3,2.9,7.3,0,0,25.6,49,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-05-31 00:00:00.000,3,16.8,5,10.3,0,0,20.2,40,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-02 00:00:00.000,3,10.8,4.5,7.8,0,0,33.2,64.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-03 00:00:00.000,3,10.8,6.6,8.5,0,0,38.3,71.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-04 00:00:00.000,3,11.6,2.7,5.6,0,0,9.7,18.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-05 00:00:00.000,3,11.5,3.8,6.5,0,0,12.9,25.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-07 00:00:00.000,3,14.7,4.5,8.8,0,0,14.8,29.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-08 00:00:00.000,3,11.5,4,7.6,0,0,25.4,45.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-12 00:00:00.000,3,7,-1.6,3.4,0,0,30.5,57.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-19 00:00:00.000,3,7.4,5.7,6.3,0,0,32,58,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-20 00:00:00.000,3,9.1,6.1,7.7,0,0,33.5,63.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-21 00:00:00.000,3,9.6,5.8,7.7,0,0,28.3,53.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-22 00:00:00.000,3,12.4,3.7,6.6,0,0,15.5,32.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-06-27 00:00:00.000,3,9.3,5.6,7.3,0,0,23.8,45,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-04 00:00:00.000,3,8.9,1.1,4.6,0,0,14.8,27.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-09 00:00:00.000,3,8.5,0.4,3.7,0,0,10.6,19.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-10 00:00:00.000,3,9,-1,3.5,0,0,10.2,21.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-11 00:00:00.000,3,9.4,2.7,5.9,0,0,9.5,17.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-12 00:00:00.000,3,8,4.4,5.7,0,0,25.9,48.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-14 00:00:00.000,3,8.4,6.2,7.2,0,0,31.2,61.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-15 00:00:00.000,3,9.6,6,7.7,0,0,29.6,57.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-18 00:00:00.000,3,10.3,5.3,7.3,0,0,20.1,37.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-19 00:00:00.000,3,9.4,7,8.1,0,0,30.3,56.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-24 00:00:00.000,3,14.7,2.8,8.1,0,0,16.6,36,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-25 00:00:00.000,3,15.7,5.5,10.6,0,0,17.3,34.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-07-26 00:00:00.000,3,15.7,5.1,9.8,0,0,17.3,31.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-01 00:00:00.000,3,6.6,2.4,3.7,0,0,9.7,17.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-04 00:00:00.000,3,10.2,-1.5,2.9,0,0,15.3,26.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-07 00:00:00.000,3,15.1,1.9,7.9,0,0,15.3,28.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-09 00:00:00.000,3,8.9,1.2,4.7,0,0,14.2,27,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-10 00:00:00.000,3,10.5,0.3,4.9,0,0,10.2,20.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-14 00:00:00.000,3,16,1.9,8,0,0,10.9,20.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-21 00:00:00.000,3,12.9,5.9,8.7,0,0,20.9,40.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-26 00:00:00.000,3,8.3,2,6,0,0,35.5,64.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-27 00:00:00.000,3,15.6,6.9,9.7,0,0,37.7,68.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-28 00:00:00.000,3,15.5,4.1,10.3,0,0,19.6,36.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-08-31 00:00:00.000,3,16.8,8.1,12.3,0,0,25.1,52.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-04 00:00:00.000,3,11.4,3.4,7.5,0,0,23.1,43.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-05 00:00:00.000,3,16.3,4.5,10.4,0,0,13.4,25.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-21 00:00:00.000,3,15.8,1.9,9.2,0,0,19.5,36.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-25 00:00:00.000,3,12.4,4.6,8.2,0,0,29.1,58,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-28 00:00:00.000,3,13.9,5.2,9.2,0,0,30.8,56.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-29 00:00:00.000,3,13.8,6.9,10.4,0,0,37,69.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-09-30 00:00:00.000,3,15.5,3.5,9.3,0,0,8.8,22.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-06 00:00:00.000,3,13.8,6.8,10.2,0,0,12.8,26.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-10 00:00:00.000,3,13,4,7.6,0,0,25.5,47.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-14 00:00:00.000,3,12.6,0.8,7.1,0,0,22.7,44.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-16 00:00:00.000,3,10.4,3.2,6.4,0,0,21.9,41,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-17 00:00:00.000,3,13.9,2.6,8.3,0,0,11.5,25.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-18 00:00:00.000,3,14.3,5.7,9.9,0,0,18,34.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-19 00:00:00.000,3,15.1,7.1,11.1,0,0,27.8,51.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-10-20 00:00:00.000,3,18.8,8.5,13.6,0,0,10.7,24.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-03 00:00:00.000,3,11.1,2.8,6.7,0,0,26.6,52.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-06 00:00:00.000,3,15.8,7.5,11.9,0,0,13.9,28.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-07 00:00:00.000,3,20.6,9.9,16,0,0,16.3,31,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-12 00:00:00.000,3,13.6,4.5,9.6,0,0,16,32.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-13 00:00:00.000,3,16.4,6.6,12,0,0,27.7,60.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-17 00:00:00.000,3,13.3,0.3,7.9,0,0,19.3,40,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-18 00:00:00.000,3,18,7.8,12.9,0,0,27.1,59.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-24 00:00:00.000,3,20.1,2.8,12.5,0,0,14.9,34.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-11-29 00:00:00.000,3,15.1,7.6,11,0,0,29.3,63.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-12-01 00:00:00.000,3,18.8,7.6,12.5,0,0,17,43.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-12-02 00:00:00.000,3,16.9,7.4,12.7,0,0,12.1,31,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-12-05 00:00:00.000,3,20,11.4,16.1,0,0,44.1,99.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-12-17 00:00:00.000,3,12.6,6.1,9.7,0,0,28.7,61.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-12-18 00:00:00.000,3,16.4,8.7,12.3,0,0,33.5,72.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2024-12-28 00:00:00.000,3,20.9,10.1,15.5,0,0,18.2,38.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-13 00:00:00.000,3,14.9,7.5,11.1,0,0,15.9,38.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-14 00:00:00.000,3,14.2,8.1,11,0,0,15.8,37.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-15 00:00:00.000,3,15.7,9.4,12.2,0,0,21.9,49.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-16 00:00:00.000,3,16.1,11,13.5,0,0,24.7,55.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-17 00:00:00.000,3,17.6,10.9,14.1,0,0,23.4,51.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-20 00:00:00.000,3,17.5,5.6,12.3,0,0,10.4,28.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-21 00:00:00.000,3,18,11,14.3,0,0,11.2,29.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-01-22 00:00:00.000,3,21.1,9.6,15.5,0,0,16.3,43.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-04 00:00:00.000,3,16.1,10,13.2,0,0,20.1,43.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-05 00:00:00.000,3,20.3,9.1,15.3,0,0,9.7,27.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-07 00:00:00.000,3,15.9,8.9,12.8,0,0,27.5,60.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-08 00:00:00.000,3,22.2,11,17.1,0,0,18,43.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-12 00:00:00.000,3,17,9.3,13.3,0,0,13.1,33.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-13 00:00:00.000,3,18.6,10.9,14.5,0,0,14.9,36.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-14 00:00:00.000,3,22.2,11.9,16.6,0,0,16,38.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-16 00:00:00.000,3,25.9,13,19.3,0,0,24.5,52.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-17 00:00:00.000,3,22.4,14.4,17.7,0,0,28.5,61.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-24 00:00:00.000,3,21.3,7.9,14.7,0,0,15.9,40.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-27 00:00:00.000,3,18.4,10.9,14.3,0,0,14.7,36,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-02-28 00:00:00.000,3,21.8,9,15.1,0,0,25.9,57.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-03-16 00:00:00.000,3,24.4,9.7,17.2,0,0,11.6,26.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-03-21 00:00:00.000,3,21.9,10.6,15.8,0,0,15.3,30.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-03-25 00:00:00.000,3,15.5,9.5,12.1,0,0,11.3,25.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-03-28 00:00:00.000,3,16.6,6.5,11.3,0,0,23,50.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-03-29 00:00:00.000,3,18,7.2,12.6,0,0,10.5,26.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-03-31 00:00:00.000,3,15,5.2,10.8,0,0,9.5,25.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-01 00:00:00.000,3,14.9,10,12.4,0,0,11.9,25.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-06 00:00:00.000,3,16.7,9,12.6,0,0,19.4,44.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-09 00:00:00.000,3,15.3,6.7,10.8,0,0,30.5,64.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-11 00:00:00.000,3,20.3,8.3,14.2,0,0,16.8,36.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-13 00:00:00.000,3,16.6,5.1,10.5,0,0,9.6,20.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-15 00:00:00.000,3,11.5,3.6,8.2,0,0,17.1,38.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-16 00:00:00.000,3,13.6,9.1,10.8,0,0,30.2,65.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-17 00:00:00.000,3,14.3,9.9,12,0,0,29.1,63,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-19 00:00:00.000,3,19.5,13.1,15.6,0,0,15.8,33.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-04-27 00:00:00.000,3,21.2,10.7,14.5,0,0,16.1,32,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-04 00:00:00.000,3,12,4.2,8.2,0,0,14,31.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-05 00:00:00.000,3,14.8,2.3,7.5,0,0,10.8,22.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-06 00:00:00.000,3,14.5,2.7,8.2,0,0,13.8,27.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-07 00:00:00.000,3,19.8,9.1,13.7,0,0,17.3,33.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-11 00:00:00.000,3,12.1,6.4,9.7,0,0,9.7,21.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-12 00:00:00.000,3,16.8,6.6,10.3,0,0,16,31.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-14 00:00:00.000,3,11.7,3.7,7.7,0,0,15.7,42.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-15 00:00:00.000,3,17.5,6.2,11.3,0,0,15.7,33.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-16 00:00:00.000,3,18.8,8.3,12,0,0,12.4,26.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-19 00:00:00.000,3,10.6,2.8,6.1,0,0,17.8,39.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-22 00:00:00.000,3,14.6,5.6,10,0,0,16.3,34.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-23 00:00:00.000,3,14.8,8.1,11.5,0,0,17,36.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-24 00:00:00.000,3,16.5,6,9.8,0,0,14.4,30.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-27 00:00:00.000,3,12.7,3.4,8,0,0,12.6,30.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-05-28 00:00:00.000,3,11,3,6.9,0,0,9.5,20.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-01 00:00:00.000,3,10,5.7,7.3,0,0,36.5,77.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-02 00:00:00.000,3,14.7,6.7,10.5,0,0,16.8,36.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-03 00:00:00.000,3,15.5,7.8,11.5,0,0,15.7,35.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-10 00:00:00.000,3,7.4,3,5.1,0,0,21.5,47.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-18 00:00:00.000,3,11,-0.2,4,0,0,26.7,55.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-24 00:00:00.000,3,10,0.8,4.7,0,0,16,30.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-06-25 00:00:00.000,3,15.4,5.4,11.1,0,0,28.5,59.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-02 00:00:00.000,3,10.8,0.8,4.4,0,0,11.6,22.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-06 00:00:00.000,3,9.7,1.2,5.4,0,0,13.7,27.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-07 00:00:00.000,3,9.2,4.2,6.3,0,0,11.5,24.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-08 00:00:00.000,3,8.2,5,6.5,0,0,30.7,67,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-10 00:00:00.000,3,16.9,6.1,10.2,0,0,15.2,36.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-15 00:00:00.000,3,11.7,3.1,6.1,0,0,10.5,22.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-16 00:00:00.000,3,8.1,4.9,6.8,0,0,25.4,56.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-17 00:00:00.000,3,8.9,1.7,5.1,0,0,18.9,44.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-18 00:00:00.000,3,10.2,0.3,3.3,0,0,13,25.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-20 00:00:00.000,3,11.3,1,4.6,0,0,12.7,24.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-21 00:00:00.000,3,10.7,1.5,5.1,0,0,10.3,22.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-22 00:00:00.000,3,10.5,-0.7,3.5,0,0,10.2,20.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-24 00:00:00.000,3,13.6,-1.3,3.4,0,0,10.1,21.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-25 00:00:00.000,3,11.2,-1.3,3.8,0,0,15.3,31,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-26 00:00:00.000,3,11.8,2.6,5.7,0,0,13.9,32,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-27 00:00:00.000,3,11.4,1.8,6.2,0,0,14.2,27,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-07-28 00:00:00.000,3,13.3,5.7,8.6,0,0,16.5,32,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-03 00:00:00.000,3,10.5,1.1,5.6,0,0,13.1,27,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-05 00:00:00.000,3,10.3,-1.5,2.7,0,0,14.4,33.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-06 00:00:00.000,3,11.4,-1,4,0,0,13.2,25.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-13 00:00:00.000,3,10,0.4,4.3,0,0,12.2,23,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-14 00:00:00.000,3,11.7,1.5,6.2,0,0,16.2,36.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-15 00:00:00.000,3,15,4.1,10.3,0,0,20.2,44.3,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-21 00:00:00.000,3,10.2,5.1,7.3,0,0,15.1,34.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-22 00:00:00.000,3,10.9,2.7,6.2,0,0,12.6,24.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-24 00:00:00.000,3,11.7,-1.2,4.1,0,0,12.7,24.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-25 00:00:00.000,3,13.6,0.5,6.4,0,0,11.3,22.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-08-27 00:00:00.000,3,16.2,1.8,8.8,0,0,23.8,49.7,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-09-08 00:00:00.000,3,13.8,1.7,6.8,0,0,15.5,36,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-09-16 00:00:00.000,3,18.4,8.2,12.7,0,0,28.5,60.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-09-22 00:00:00.000,3,19,5.7,12.7,0,0,17,40,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-09-24 00:00:00.000,3,17,3.2,9.8,0,0,12.2,32.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-10-02 00:00:00.000,3,11.7,-1.6,5.6,0,0,19.6,43.9,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-10-08 00:00:00.000,3,19.9,8.2,13.8,0,0,25.2,55.1,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-10-09 00:00:00.000,3,19.2,10.3,14.8,0,0,14.3,30.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-10-11 00:00:00.000,3,23.1,9.8,16.6,0,0,27.5,60.5,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-10-17 00:00:00.000,3,20.2,6.6,14,0,0,22.4,50.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-11-01 00:00:00.000,3,14.1,4.8,9.1,0,0,18.2,43.2,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-11-03 00:00:00.000,3,21,8.4,15,0,0,12,28.4,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-11-07 00:00:00.000,3,20.3,8.1,14.6,0,0,11.7,22,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-11-08 00:00:00.000,3,23.9,9,16,0,0,21.4,50.8,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-11-12 00:00:00.000,3,15,10.2,12.1,0,0,39.1,84.6,False,False,"Dry"
"Otago","Dunedin",-45.8788,170.5028,2025-11-17 00:00:00.000,3,20.8,8.3,16.3,0,0,23.5,49,False,False,"Dry"
